provinces;area;municipalities;wards;stations;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;003;Zinyosini Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Ndile Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Dinwayo Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Xakani Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Nowalala Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;002;Mhleleni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Galilee Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;003;Ravenscroft Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Mqatyeni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Cola Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Mkhonkqo Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Mzwakazi Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Ngcabhela Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Matshona Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;008;Ndakeni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Lalashe Higher Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Caba Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Zoko Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Lower Mnceba Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Lubala Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Ludeke Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Bomvini Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Madwakazane Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Ndwane Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Mtukukazi Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Ngqani Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Mbangweni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;008;Makhosini Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Mabudu Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Ngqwashu Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Dambeni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Bonxa Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Khethani Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Bakuba Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Ndlantaka Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Mjila Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Tladi Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Mnceba Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Dumela Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Hlankomo Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Blorweni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Mnxekazi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Cacadu Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Ciderville Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Mowa Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Lucingweni Community Hall;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Ngonyameni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Roman Catholic Church;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Mafu Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Kuyasa Pre-School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Veni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Qiphu Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Mjelweni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Ntshamanzi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Mzawuthethi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Nyanda Diko Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Krwantsana    Junior   Secondary   School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Dabulamanzi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Gabheni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Krestu Church;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Luthambeko Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;003;Manaleni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Mpolosa Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Mhlonyaneni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Mazakhele Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;008;Dalindyebo Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;003;Mngqumango Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Ntsintsana Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Dutch Reformed Church;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;002;Ngubelanga Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Candulwandle Junior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Zwelidumile Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;025;Batshana Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Lugalakaxa Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Siyaya Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Mpindweni Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Mzimhlophe Junior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Phungulelweni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Bagqozini Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;008;Skhumbeni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Solomon Gagane Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;012;Zizamele Pre-School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Phumzile Pre-School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Msukeni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Mgeni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Zwelabantu Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Ntabankulu Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Ngcwamani [Zanokhanyo] Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Zamukulungisa Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Gcinisizwe Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Nqalo Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;003;Zimele Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;014;Vulindlela Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Nkaleni (Tent);
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Ndakeni Pre-School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;006;Dumakude Junior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Ntsikayezwe Senior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;010;Buntshentshe Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;005;Ngozi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;011;Lufafa Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Mfazwe Senior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Madlalisa Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Bhayi Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;007;Dambeni Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Vane Junior Secondary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;009;Ndwane Satelite Senior Primary School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Umzimvubu;008;Mvomvo Logde;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;001;Nonkcolosa Pre - School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;004;Ekayeni Pre - School;
Eastern Cape;EC63: Umzimvubu - Ntabankulu;Ntabankulu;013;Jerusalem Apostolic Church;
Eastern Cape;EC64: Mbizana;Mbizana;001;Magistrate Office;
Eastern Cape;EC64: Mbizana;Mbizana;001;St Patricks Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;001;Bizana Village Pre-School;
Eastern Cape;EC64: Mbizana;Mbizana;001;Bizana Roman Catholic Church;
Eastern Cape;EC64: Mbizana;Mbizana;012;Ndlovu Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Mbandane Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Ntola Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Dumsi Comprehesive High School;
Eastern Cape;EC64: Mbizana;Mbizana;002;Ntamonde Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Yange Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Dutyini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Nyanisweni Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;Monti Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;012;Ndinomntu Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Zizityaneni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;013;Matwebu Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Vayi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Nomathebe Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;013;Nonkqubela Junior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;004;Mdeni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Eluthulini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;029;Zwelethu Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Lusindisweni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Mncwathi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Qandashe Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;Ntlozelo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Critchlow Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Dlangezwa Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Mbekwa Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;007;Majazi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;013;Ngcingo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Baleni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;009;Mpetshwa Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Majavu  Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Gwala Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;027;Qungebe Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Sidanga Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Maqongwane Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Topozo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Dangeni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Bekela Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Mdatya Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Mahaha Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;012;Mzambana Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Mtayise Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Mfuneli Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;020;Lindokuhle Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;013;Didi Higher Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;024;Ebenezer Community Hall;
Eastern Cape;EC64: Mbizana;Mbizana;027;Clarkville Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;024;Mzamba Mouth Church;
Eastern Cape;EC64: Mbizana;Mbizana;018;Ncenjane Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;021;Greenville Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;029;Cwaka Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;021;Ntika Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Gumzana Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Nikwe Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Mbhongweni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Mbenya Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Mjanyellwa Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Sontsele Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;007;Ntukai Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Mhlanga Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;007;Zinini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Dlungwana Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Guqa Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Tsawana Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;027;Nkantolo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;026;Zamokuhle Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Ntsingizi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;022;Lugwijini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Emtamvuna Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;022;Lukholo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Elityeni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;022;Mdelwa Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Kwandela Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Mmangweni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;020;Madadana Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Luna Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Ntsimbini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Ntshangase Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;004;Ludeke Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Ntlakwe Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Mlindazwe Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Eblorweni Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Sgidi Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;020;Ethridge Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;023;Marina Comprihensive High School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Mpunzi Drift Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;029;Phathekile Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;Thokozani Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Meje Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Mndela Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Qadu Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;004;Mdikiso Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;007;Khaleni Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;029;Mfolozi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Nontlanga Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;026;Thandabantu Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Xolobeni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Ngojane Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;012;Nkundla Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;012;Diamond Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;013;Khotsho Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Izibanzini Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Mgwede Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;023;Plangweni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;021;Langalethu Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;006;Jali Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Esitofini Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;Vuyisile Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;027;Qobo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Emabhekuteni Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;004;Marelane Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Dyifani  Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;025;Khumbuza Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;028;Mngungu Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Ndlovimile Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;023;Vulindlela Comprehensive High School;
Eastern Cape;EC64: Mbizana;Mbizana;024;Amadiba Creche;
Eastern Cape;EC64: Mbizana;Mbizana;029;Little Eden Private School;
Eastern Cape;EC64: Mbizana;Mbizana;022;Mfolozi Roman Catholic Church;
Eastern Cape;EC64: Mbizana;Mbizana;015;Old Police Station Pre School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Critchlo Mission Hall;
Eastern Cape;EC64: Mbizana;Mbizana;015;Khanyayo Rerormed Church;
Eastern Cape;EC64: Mbizana;Mbizana;015;Khanyayo Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;016;Amampisi Creche Hall;
Eastern Cape;EC64: Mbizana;Mbizana;016;Mtayise AFM Church;
Eastern Cape;EC64: Mbizana;Mbizana;019;Mqeni Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;014;Mbongweni Free Methodist Church;
Eastern Cape;EC64: Mbizana;Mbizana;014;Mbongweni Tribal Authority;
Eastern Cape;EC64: Mbizana;Mbizana;014;Mbungwa Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;015;Makhosonke Junior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Ntshangase Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Longweni Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;003;Ntshangase Krestu Church;
Eastern Cape;EC64: Mbizana;Mbizana;009;Bonda Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;023;Lingelethu Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;031;Zizityaneni  Assemblies Of God Church;
Eastern Cape;EC64: Mbizana;Mbizana;030;Mpenkulu Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Kopane Junior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;Ame Church;
Eastern Cape;EC64: Mbizana;Mbizana;019;Mbabazwe Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;022;Lukholo Reformed Church;
Eastern Cape;EC64: Mbizana;Mbizana;022;Lukholo Christian Apostolic Church In Zion;
Eastern Cape;EC64: Mbizana;Mbizana;021;Greenville Hospital;
Eastern Cape;EC64: Mbizana;Mbizana;020;Church Of Christ Mission Imizizi;
Eastern Cape;EC64: Mbizana;Mbizana;020;St Francis Anglican Church;
Eastern Cape;EC64: Mbizana;Mbizana;021;Nobamba Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Redoubt AFM Hall;
Eastern Cape;EC64: Mbizana;Mbizana;020;Stanford Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;020;Nongeke Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;017;Qandashe Kushi AU Church;
Eastern Cape;EC64: Mbizana;Mbizana;018;Mpondombini Senior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;018;Sizophila Community & Child Help Centre;
Eastern Cape;EC64: Mbizana;Mbizana;013;Zamilizwe Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;019;St Peters Anglican Church;
Eastern Cape;EC64: Mbizana;Mbizana;007;Vukuzenzele Special School;
Eastern Cape;EC64: Mbizana;Mbizana;030;Mathwebu St Mathews Church;
Eastern Cape;EC64: Mbizana;Mbizana;002;Ntlavukazi Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;027;Mlambondaba Senior Primary School;
Eastern Cape;EC64: Mbizana;Mbizana;004;Mabutho Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Embobeni Junior Secondary  School;
Eastern Cape;EC64: Mbizana;Mbizana;005;Bhekameva Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;026;Mount Zion Junior Secondary School;
Eastern Cape;EC64: Mbizana;Mbizana;026;Nomlacu Christian Apostolic Church;
Eastern Cape;EC64: Mbizana;Mbizana;026;Ekuphumleni Reformed Church;
Eastern Cape;EC64: Mbizana;Mbizana;007;Mzamba Comprehensive High School;
